Time,Temperature,Humidity,Air Quality,Light,Loudness
2021-06-15 18:49:36,33.25,35.69,75,635,144
2021-06-15 18:49:46,33.09,35.94,75,634,148
2021-06-15 18:49:56,32.94,36.25,75,637,143
2021-06-15 18:50:06,32.69,36.44,75,636,150
2021-06-15 18:50:16,32.53,36.81,75,637,151
2021-06-15 18:50:26,32.44,37.06,75,637,158
2021-06-15 18:50:36,32.31,37.25,75,635,138
2021-06-15 18:50:46,32.12,37.56,75,635,163
2021-06-15 18:50:56,32.06,37.81,75,637,150
2021-06-15 18:51:06,32,38,75,636,138
2021-06-15 18:51:16,31.91,38.19,75,635,141
2021-06-15 18:51:26,31.91,38.38,75,634,127
2021-06-15 18:51:36,31.84,38.38,75,636,140
2021-06-15 18:51:46,31.84,38.44,75,637,150
2021-06-15 18:51:56,31.88,38.5,75,635,124
2021-06-15 18:52:06,31.78,38.56,75,637,154
2021-06-15 18:52:16,31.72,38.62,75,637,151
2021-06-15 18:52:26,31.62,38.88,75,636,169
2021-06-15 18:52:36,31.53,39,75,635,146
2021-06-15 18:52:46,31.5,39.12,75,635,159
2021-06-15 18:52:56,31.41,39.19,75,635,159
2021-06-15 18:53:06,31.34,39.44,75,636,136
2021-06-15 18:53:16,31.25,39.62,75,635,148
2021-06-15 18:53:26,31.22,39.75,75,637,159
2021-06-15 18:53:36,31.12,39.88,75,638,140
2021-06-15 18:53:46,31.03,40,75,635,154
2021-06-15 18:53:56,31.09,40.06,75,635,122
2021-06-15 18:54:06,31,40.19,75,637,177
2021-06-15 18:54:16,31,40.19,75,635,134
2021-06-15 18:54:26,31.12,40.19,75,635,153
2021-06-15 18:54:36,31.06,40.12,75,636,152
2021-06-15 18:54:46,31.03,40.19,75,635,155
2021-06-15 18:54:56,31.06,40.19,75,635,171
2021-06-15 18:55:06,30.97,40.19,75,636,161
2021-06-15 18:55:16,30.97,40.19,75,635,146
2021-06-15 18:55:26,30.91,40.44,75,635,135
2021-06-15 18:55:36,30.84,40.62,75,635,140
2021-06-15 18:55:46,30.81,40.62,75,635,140
2021-06-15 18:55:56,30.78,40.69,75,636,197
2021-06-15 18:56:06,30.72,40.62,75,636,149
2021-06-15 18:56:16,30.69,40.69,75,634,144
2021-06-15 18:56:26,30.62,40.75,75,636,144
2021-06-15 18:56:36,30.53,40.69,75,636,152
2021-06-15 18:56:46,30.41,40.75,75,635,158
2021-06-15 18:56:56,30.31,41,75,637,139
2021-06-15 18:57:06,30.34,41.31,75,637,153
2021-06-15 18:57:16,30.34,41.44,75,635,138
2021-06-15 18:57:26,30.41,41.5,75,635,137
2021-06-15 18:57:36,30.47,41.5,75,635,127
2021-06-15 18:57:46,30.47,41.25,75,634,162
2021-06-15 18:57:56,30.5,41.12,75,637,162
2021-06-15 18:58:06,30.56,41.12,75,636,139
2021-06-15 18:58:16,30.53,41.12,75,636,138
2021-06-15 18:58:26,30.59,41.19,75,634,149
2021-06-15 18:58:36,30.56,41.19,75,636,151
2021-06-15 18:58:46,30.53,41.12,75,636,159
2021-06-15 18:58:56,30.62,41.31,75,635,159
2021-06-15 18:59:06,30.53,41.31,75,635,153
2021-06-15 18:59:16,30.53,41.38,75,635,162
2021-06-15 18:59:26,30.5,41.38,75,635,138
2021-06-15 18:59:36,30.41,41.5,75,636,160
2021-06-15 18:59:46,30.34,41.5,75,636,133
2021-06-15 18:59:56,30.34,41.62,75,634,167
2021-06-15 19:00:06,30.25,41.81,75,634,154
2021-06-15 19:00:16,30.22,41.88,75,636,142
2021-06-15 19:00:26,30.19,41.94,75,636,128
2021-06-15 19:00:36,30.16,42.12,75,635,138
2021-06-15 19:00:46,30.06,42.25,75,635,136
2021-06-15 19:00:56,30.03,42.25,75,637,142
2021-06-15 19:01:06,30.03,42.25,75,635,150
2021-06-15 19:01:16,30.03,42.25,75,636,155
2021-06-15 19:01:26,30.03,42.31,75,635,162
2021-06-15 19:01:36,30,42.38,75,636,136
2021-06-15 19:01:46,30.03,42.38,75,634,146
2021-06-15 19:01:56,30,42.25,75,634,111
2021-06-15 19:02:06,30.06,42.25,75,634,155
2021-06-15 19:02:16,29.97,42.25,75,636,152
2021-06-15 19:02:26,29.97,42.19,75,634,139
2021-06-15 19:02:36,29.94,42.31,75,635,153
2021-06-15 19:02:46,29.94,42.44,75,634,172
2021-06-15 19:02:56,29.94,42.56,75,634,146
2021-06-15 19:03:06,29.97,42.56,75,635,139
2021-06-15 19:03:16,29.97,42.56,75,635,157
2021-06-15 19:03:26,29.94,42.56,75,635,124
2021-06-15 19:03:36,29.97,42.56,75,634,147
2021-06-15 19:03:46,30,42.5,75,636,160
2021-06-15 19:03:56,30.06,42.44,75,634,143
2021-06-15 19:04:06,30.09,42.44,75,636,123
2021-06-15 19:04:16,30.06,42.5,75,634,173
2021-06-15 19:04:26,30.12,42.44,75,634,136
2021-06-15 19:04:36,30.09,42.62,75,636,141
2021-06-15 19:04:46,30.09,42.62,75,636,154
2021-06-15 19:04:56,30.06,42.69,75,635,171
2021-06-15 19:05:06,30.03,42.69,75,635,166
2021-06-15 19:05:16,30.06,42.69,75,636,154
2021-06-15 19:05:26,30.06,42.62,75,634,161
2021-06-15 19:05:36,30.03,42.69,75,634,147
2021-06-15 19:05:46,30.09,42.69,75,635,115
2021-06-15 19:05:56,30,42.56,75,634,149
2021-06-15 19:06:06,29.97,42.62,75,635,179
2021-06-15 19:06:16,29.94,42.62,75,634,137
2021-06-15 19:06:26,29.97,42.75,75,636,173
2021-06-15 19:06:36,29.91,42.75,75,636,138
2021-06-15 19:06:46,29.91,42.88,75,635,162
2021-06-15 19:06:56,29.94,42.94,75,634,129
2021-06-15 19:07:06,29.94,42.94,75,634,145
2021-06-15 19:07:16,29.88,42.94,75,636,148
2021-06-15 19:07:26,29.94,42.88,75,635,155
2021-06-15 19:07:36,29.94,42.94,75,635,149
2021-06-15 19:07:46,29.97,42.94,75,637,140
2021-06-15 19:07:56,30,42.88,75,636,149
2021-06-15 19:08:06,30.06,42.94,75,634,151
2021-06-15 19:08:16,30.09,42.88,75,635,144
2021-06-15 19:08:26,30.09,42.75,75,635,145
2021-06-15 19:08:36,30.09,42.75,75,635,162
2021-06-15 19:08:46,30.03,42.75,75,635,142
2021-06-15 19:08:56,30.03,42.81,75,634,194
2021-06-15 19:09:06,30.06,42.81,75,635,161
2021-06-15 19:09:16,29.97,42.81,75,634,136
2021-06-15 19:09:26,29.94,42.88,75,634,154
2021-06-15 19:09:36,29.91,42.88,75,634,156
2021-06-15 19:09:46,29.94,42.88,75,634,142
2021-06-15 19:09:56,29.97,42.75,75,635,149
2021-06-15 19:10:06,29.94,42.75,75,634,127
2021-06-15 19:10:16,29.97,42.81,75,634,169
2021-06-15 19:10:26,29.84,43.06,75,634,168
2021-06-15 19:10:36,29.88,43.06,75,634,155
2021-06-15 19:10:46,29.91,42.94,75,634,152
2021-06-15 19:10:56,29.88,42.81,75,634,144
2021-06-15 19:11:06,29.81,42.81,75,634,162
2021-06-15 19:11:16,29.84,42.75,75,634,134
2021-06-15 19:11:26,29.84,42.81,75,634,126
2021-06-15 19:11:36,29.78,42.75,75,634,153
2021-06-15 19:11:46,29.75,42.69,75,634,161
2021-06-15 19:11:56,29.75,42.81,75,636,176
2021-06-15 19:12:06,29.72,42.94,75,634,118
2021-06-15 19:12:16,29.72,43.25,75,634,131
2021-06-15 19:12:26,29.66,43.44,75,634,157
2021-06-15 19:12:36,29.59,43.62,75,636,146
2021-06-15 19:12:46,29.56,43.69,75,634,159
2021-06-15 19:12:56,29.56,43.81,75,634,162
2021-06-15 19:13:06,29.53,44.06,75,634,149
2021-06-15 19:13:16,29.5,44.06,75,634,136
2021-06-15 19:13:26,29.47,44.06,75,636,130
2021-06-15 19:13:36,29.44,44.19,75,636,159
2021-06-15 19:13:46,29.5,44.19,75,635,152
2021-06-15 19:13:56,29.5,44.25,75,634,129
2021-06-15 19:14:06,29.53,44.25,75,634,135
2021-06-15 19:14:16,29.5,44.19,75,636,152
2021-06-15 19:14:26,29.5,44.12,75,636,151
2021-06-15 19:14:36,29.53,43.88,75,634,155
2021-06-15 19:14:46,29.56,43.81,75,636,164
2021-06-15 19:14:56,29.56,43.88,75,635,149
2021-06-15 19:15:06,29.53,43.88,75,634,150
2021-06-15 19:15:16,29.53,43.88,75,635,150
2021-06-15 19:15:26,29.47,43.88,75,635,147
2021-06-15 19:15:36,29.41,44.12,75,635,127
2021-06-15 19:15:46,29.34,44.12,75,634,131
2021-06-15 19:15:56,29.38,44.31,75,636,155
2021-06-15 19:16:06,29.41,44.31,75,634,139
2021-06-15 19:16:16,29.44,44.31,75,635,135
2021-06-15 19:16:26,29.47,44.06,75,635,146
2021-06-15 19:16:36,29.47,43.88,75,634,127
2021-06-15 19:16:46,29.53,43.81,75,634,158
2021-06-15 19:16:56,29.5,43.69,75,634,158
2021-06-15 19:17:06,29.47,43.81,75,636,134
2021-06-15 19:17:16,29.47,43.94,75,635,145
2021-06-15 19:17:26,29.41,44,75,634,171
2021-06-15 19:17:36,29.44,44.19,75,635,108
2021-06-15 19:17:46,29.44,44.25,75,635,145
2021-06-15 19:17:56,29.41,44.31,75,634,139
2021-06-15 19:18:06,29.41,44.38,75,634,167
2021-06-15 19:18:16,29.41,44.44,75,634,148
2021-06-15 19:18:26,29.38,44.5,75,636,126
2021-06-15 19:18:36,29.34,44.19,75,636,149
2021-06-15 19:18:46,29.41,44,75,636,159
2021-06-15 19:18:56,29.44,43.94,75,635,134
2021-06-15 19:19:06,29.41,44.19,75,634,144
2021-06-15 19:19:16,29.44,44.31,75,634,172
2021-06-15 19:19:26,29.44,44.38,75,636,163
2021-06-15 19:19:36,29.44,44.44,75,636,142
2021-06-15 19:19:46,29.41,44.38,75,636,157
2021-06-15 19:19:56,29.41,44.44,75,634,169
2021-06-15 19:20:06,29.34,44.5,75,635,145
2021-06-15 19:20:16,29.38,44.5,75,636,156
2021-06-15 19:20:26,29.38,44.5,75,635,148
2021-06-15 19:20:36,29.34,44.44,75,634,142
2021-06-15 19:20:46,29.34,44.56,75,634,161
2021-06-15 19:20:56,29.38,44.5,75,634,136
2021-06-15 19:21:06,29.38,44.38,75,634,137
2021-06-15 19:21:16,29.44,44.38,75,635,162
2021-06-15 19:21:26,29.44,44.44,75,634,148
2021-06-15 19:21:36,29.5,44.31,75,634,131
2021-06-15 19:21:46,29.56,44.12,75,636,134
2021-06-15 19:21:56,29.53,44.06,75,635,142
2021-06-15 19:22:06,29.53,44.06,75,637,153
2021-06-15 19:22:16,29.5,44,75,635,147
2021-06-15 19:22:26,29.5,44.06,75,634,162
2021-06-15 19:22:36,29.5,44.19,75,636,131
2021-06-15 19:22:46,29.47,44.06,75,634,155
2021-06-15 19:22:56,29.44,44.19,75,634,167
2021-06-15 19:23:06,29.38,44.25,75,636,156
2021-06-15 19:23:16,29.41,44.25,75,634,146
2021-06-15 19:23:26,29.41,44.19,75,634,158
2021-06-15 19:23:36,29.38,44.12,75,635,127
2021-06-15 19:23:46,29.38,43.88,75,634,158
2021-06-15 19:23:56,29.34,43.94,75,636,136
2021-06-15 19:24:06,29.31,44.19,75,636,157
2021-06-15 19:24:16,29.34,44.31,75,634,140
2021-06-15 19:24:26,29.31,44.44,75,635,140
2021-06-15 19:24:36,29.38,44.38,75,634,149
2021-06-15 19:24:46,29.38,44.38,75,635,172
2021-06-15 19:24:56,29.41,44.19,75,635,152
2021-06-15 19:25:06,29.38,44.19,75,636,153
2021-06-15 19:25:16,29.41,44,75,634,127
2021-06-15 19:25:26,29.38,44.06,75,634,140
2021-06-15 19:25:36,29.34,44.12,75,636,155
2021-06-15 19:25:46,29.31,44.31,75,636,163
2021-06-15 19:25:56,29.25,44,75,636,128
2021-06-15 19:26:06,29.22,43.94,75,634,139
2021-06-15 19:26:16,29.22,44.25,75,635,152
2021-06-15 19:26:26,29.25,44.5,75,636,153
2021-06-15 19:26:36,29.19,44.25,75,634,149
2021-06-15 19:26:46,29.22,44.06,75,634,150
2021-06-15 19:26:56,29.25,44.06,75,636,154
2021-06-15 19:27:06,29.28,44.19,75,635,144
2021-06-15 19:27:16,29.31,44.12,75,634,178
2021-06-15 19:27:26,29.31,44,75,635,154
2021-06-15 19:27:36,29.34,43.94,75,634,143
2021-06-15 19:27:46,29.34,43.88,75,636,148
2021-06-15 19:27:56,29.34,43.81,75,634,150
2021-06-15 19:28:06,29.31,43.69,75,634,172
2021-06-15 19:28:16,29.31,43.56,75,636,154
2021-06-15 19:28:26,29.31,43.69,75,634,138
2021-06-15 19:28:36,29.34,43.56,75,635,142
2021-06-15 19:28:46,29.28,43.56,75,634,124
2021-06-15 19:28:56,29.25,43.56,75,636,153
2021-06-15 19:29:06,29.22,43.62,75,634,133
2021-06-15 19:29:16,29.16,43.62,75,634,161
2021-06-15 19:29:26,29.22,43.69,75,634,139
2021-06-15 19:29:36,29.28,43.69,75,636,145
2021-06-15 19:29:46,29.28,43.69,75,634,132
2021-06-15 19:29:56,29.28,43.62,75,634,150
2021-06-15 19:30:06,29.28,43.75,75,634,157
2021-06-15 19:30:16,29.31,43.62,75,635,127
2021-06-15 19:30:26,29.31,43.62,75,634,141
2021-06-15 19:30:36,29.28,43.5,75,634,150
2021-06-15 19:30:46,29.31,43.56,75,636,137
2021-06-15 19:30:56,29.34,43.5,75,634,146
2021-06-15 19:31:06,29.34,43.56,75,634,139
2021-06-15 19:31:16,29.31,43.56,75,636,138
2021-06-15 19:31:26,29.31,43.44,75,634,144
2021-06-15 19:31:36,29.31,43.62,75,634,165
2021-06-15 19:31:46,29.28,43.56,75,636,167
2021-06-15 19:31:56,29.31,43.62,75,636,143
2021-06-15 19:32:06,29.28,43.69,75,634,127
2021-06-15 19:32:16,29.28,43.75,75,634,155
2021-06-15 19:32:26,29.28,44,75,634,140
2021-06-15 19:32:36,29.28,43.94,75,634,157
2021-06-15 19:32:46,29.22,44.06,75,634,153
2021-06-15 19:32:56,29.22,44.06,75,634,173
2021-06-15 19:33:06,29.22,44,75,634,159
2021-06-15 19:33:16,29.19,44.12,75,636,168
2021-06-15 19:33:26,29.19,44.12,75,634,142
2021-06-15 19:33:36,29.19,44.25,75,634,142
2021-06-15 19:33:46,29.12,44.31,75,635,152
2021-06-15 19:33:56,29.12,44.38,75,634,145
2021-06-15 19:34:06,29.06,44.19,75,634,148
2021-06-15 19:34:16,29.06,44.19,75,634,166
2021-06-15 19:34:26,29.09,44.12,75,636,146
2021-06-15 19:34:36,29.06,44.06,75,634,143
2021-06-15 19:34:46,29.06,44.12,75,634,133
2021-06-15 19:34:56,29.12,44.31,75,634,145
2021-06-15 19:35:06,29.12,44.38,75,634,121
2021-06-15 19:35:16,29.03,44.25,75,634,145
2021-06-15 19:35:26,29.06,44.19,75,634,157
2021-06-15 19:35:36,29.09,44.12,75,634,162
2021-06-15 19:35:46,29.03,44.06,75,635,127
2021-06-15 19:35:56,29.03,44.06,75,634,92
2021-06-15 19:36:06,29.09,44.31,75,634,153
2021-06-15 19:36:16,29.06,44.25,75,635,136
2021-06-15 19:36:26,29.09,44.44,75,635,178
2021-06-15 19:36:36,29.06,44.44,75,635,131
2021-06-15 19:36:46,29.03,44.31,75,634,181
2021-06-15 19:36:56,29.03,44.19,75,634,162
2021-06-15 19:37:06,29.03,44.31,75,634,159
2021-06-15 19:37:16,29.03,44.25,75,636,151
2021-06-15 19:37:26,22.94,62.88,75,631,187
2021-06-15 19:37:36,23.03,62.81,75,627,139
2021-06-15 19:37:46,23.03,62.81,75,625,165
2021-06-15 19:37:56,23.06,62.75,75,625,158
2021-06-15 19:38:06,23.09,62.69,75,625,127
2021-06-15 19:38:16,23.03,62.75,75,625,144
2021-06-15 19:38:26,23.03,62.69,75,625,130
2021-06-15 19:38:36,23.03,62.69,75,625,119
2021-06-15 19:38:46,23.06,62.69,75,625,161
2021-06-15 19:38:56,23.06,62.62,75,625,147
2021-06-15 19:39:06,23.03,62.69,75,625,136
2021-06-15 19:39:16,23.03,62.69,75,626,164
2021-06-15 19:39:26,23,62.69,75,625,127
2021-06-15 19:39:36,23,62.69,75,627,140
2021-06-15 19:39:46,23,62.75,75,625,136
2021-06-15 19:39:56,22.97,62.69,75,625,110
2021-06-15 19:40:06,22.97,62.75,75,625,142
2021-06-15 19:40:16,22.97,62.81,75,625,116
2021-06-15 19:40:26,22.97,62.75,75,625,145
2021-06-15 19:40:36,23,62.88,75,625,123
2021-06-15 19:40:46,23,62.75,75,625,127
2021-06-15 19:40:56,23,62.81,75,627,168
2021-06-15 19:41:06,23,62.81,75,625,177
2021-06-15 19:41:16,23,62.75,75,625,125
2021-06-15 19:41:26,23,62.81,75,625,133
2021-06-15 19:41:36,22.94,62.81,75,627,117
2021-06-15 19:41:46,22.97,62.81,75,625,162
2021-06-15 19:41:56,23,62.75,75,625,131
2021-06-15 19:42:06,22.97,62.81,75,625,138
2021-06-15 19:42:16,23,62.75,75,625,111
2021-06-15 19:42:26,23,62.81,75,626,148
2021-06-15 19:42:36,22.97,62.75,75,626,138
2021-06-15 19:42:46,23,62.69,75,625,164
2021-06-15 19:42:56,22.94,62.75,75,626,129
2021-06-15 19:43:06,22.94,62.75,75,625,142
2021-06-15 19:43:16,22.94,62.75,75,627,132
2021-06-15 19:43:26,22.97,62.62,75,625,134
2021-06-15 19:43:36,23,62.75,75,625,147
2021-06-15 19:43:46,22.97,62.69,75,626,173
2021-06-15 19:43:56,22.94,62.62,75,626,170
2021-06-15 19:44:06,22.97,62.69,75,625,136
2021-06-15 19:44:16,22.97,62.75,75,627,138
2021-06-15 19:44:26,22.97,62.69,75,627,177
2021-06-15 19:44:36,23.03,62.75,75,625,150
2021-06-15 19:44:46,23.03,62.62,75,625,187
2021-06-15 19:44:56,23.03,62.69,75,626,183
2021-06-15 19:45:06,23,62.62,75,627,158
2021-06-15 19:45:16,22.97,62.62,75,627,175
2021-06-15 19:45:26,23,62.56,75,627,97
2021-06-15 19:45:36,23.03,62.62,75,627,153
2021-06-15 19:45:46,23,62.62,75,626,159
2021-06-15 19:45:56,23.03,62.56,75,625,146
2021-06-15 19:46:06,23.03,62.56,75,625,154
2021-06-15 19:46:16,23,62.62,75,625,156
2021-06-15 19:46:26,23.03,62.62,75,626,161
2021-06-15 19:46:36,23.06,62.62,75,626,147
2021-06-15 19:46:46,23.03,62.5,75,626,147
2021-06-15 19:46:56,23.06,62.5,75,626,165
2021-06-15 19:47:06,23.06,62.5,75,625,122
2021-06-15 19:47:16,23.06,62.44,75,625,109
2021-06-15 19:47:26,23.31,61.31,75,626,167
2021-06-15 19:47:36,23.28,61.44,75,630,148
2021-06-15 19:47:46,23.31,61.56,75,627,140
2021-06-15 19:47:56,23.25,61.38,75,626,141
2021-06-15 19:48:06,23.25,61.44,75,626,179
2021-06-15 19:48:16,23.25,61.38,75,626,130
2021-06-15 19:48:26,23.31,61.38,75,626,159
