machine_id,value_ISO,value_DEMO,value_ACC,value_P2P,valueTEMP,timestamp
1,0.35546878,0.000339508,0.012695313,0.042968754,25,2022-12-7 12:35:57
1,0.35546878,0.000339508,0.012695313,0.042968754,25,2022-12-7 12:36:2
1,0.35546878,0.000339508,0.012695313,0.042968754,25,2022-12-7 12:36:7
1,0.357421905,0.00034523,0.012695313,0.043212894,25,2022-12-7 12:36:12
1,0.357421905,0.00034523,0.012695313,0.043212894,25,2022-12-7 12:36:17
1,0.357421905,0.00034523,0.012695313,0.043212894,25,2022-12-7 12:36:22
1,0.357421905,0.00034523,0.012695313,0.043212894,25,2022-12-7 12:36:27
1,0.357421905,0.00034523,0.012695313,0.043212894,25,2022-12-7 12:36:32
1,0.357421905,0.00034523,0.012695313,0.043212894,25,2022-12-7 12:36:37
1,0.35546878,0.000341415,0.012695313,0.043457035,25,2022-12-7 12:36:42
1,0.35546878,0.000341415,0.012695313,0.043457035,25,2022-12-7 12:36:47
1,0.35546878,0.000341415,0.012695313,0.043457035,25,2022-12-7 12:36:52
1,0.35546878,0.000341415,0.012695313,0.043457035,25,2022-12-7 12:36:57
1,0.35546878,0.000341415,0.012695313,0.043457035,25,2022-12-7 12:37:2
1,0.35546878,0.000341415,0.012695313,0.043457035,25,2022-12-7 12:37:7
1,0.35546878,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:37:12
1,0.35546878,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:37:17
1,0.35546878,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:37:22
1,0.35546878,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:37:27
1,0.35546878,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:37:32
1,0.35546878,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:37:37
1,0.35546878,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:37:42
1,0.35546878,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:37:47
1,0.35546878,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:37:52
1,0.35546878,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:37:57
1,0.35546878,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:38:2
1,0.357421905,0.000343323,0.012695313,0.042968754,25,2022-12-7 12:38:7
1,0.357421905,0.000343323,0.012695313,0.042968754,25,2022-12-7 12:38:12
1,0.357421905,0.000343323,0.012695313,0.042968754,25,2022-12-7 12:38:18
1,0.357421905,0.000343323,0.012695313,0.042968754,25,2022-12-7 12:38:23
1,0.357421905,0.000343323,0.012695313,0.042968754,25,2022-12-7 12:38:28
1,0.357421905,0.000343323,0.012695313,0.042968754,25,2022-12-7 12:38:33
1,0.357421905,0.000335693,0.012695313,0.043212894,25,2022-12-7 12:38:38
1,0.357421905,0.000335693,0.012695313,0.043212894,25,2022-12-7 12:38:43
1,0.357421905,0.000335693,0.012695313,0.043212894,25,2022-12-7 12:38:48
1,0.357421905,0.000335693,0.012695313,0.043212894,25,2022-12-7 12:38:53
1,0.357421905,0.000335693,0.012695313,0.043212894,25,2022-12-7 12:38:58
1,0.357421905,0.000335693,0.012695313,0.043212894,25,2022-12-7 12:39:3
1,0.357421905,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:39:8
1,0.357421905,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:39:13
1,0.357421905,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:39:18
1,0.357421905,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:39:23
1,0.357421905,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:39:28
1,0.357421905,0.000337601,0.012695313,0.043212894,25,2022-12-7 12:39:33
1,0.357421905,0.000339508,0.012756349,0.043457035,25,2022-12-7 12:39:38
1,0.357421905,0.000339508,0.012756349,0.043457035,25,2022-12-7 12:39:43
1,0.357421905,0.000339508,0.012756349,0.043457035,25,2022-12-7 12:39:48
1,0.357421905,0.000339508,0.012756349,0.043457035,25,2022-12-7 12:39:53
1,0.357421905,0.000339508,0.012756349,0.043457035,25,2022-12-7 12:39:58
1,0.357421905,0.000339508,0.012756349,0.043457035,25,2022-12-7 12:40:3
1,0.35937503,0.000337601,0.012756349,0.043457035,25,2022-12-7 12:40:8
1,0.35937503,0.000337601,0.012756349,0.043457035,25,2022-12-7 12:40:13
1,0.35937503,0.000337601,0.012756349,0.043457035,25,2022-12-7 12:40:18
1,0.35937503,0.000337601,0.012756349,0.043457035,25,2022-12-7 12:40:23
1,0.35937503,0.000337601,0.012756349,0.043457035,25,2022-12-7 12:40:28
1,0.35937503,0.000337601,0.012756349,0.043457035,25,2022-12-7 12:40:33
1,0.35937503,0.000337601,0.012756349,0.043212894,25,2022-12-7 12:40:38
1,0.35937503,0.000337601,0.012756349,0.043212894,25,2022-12-7 12:40:43
1,0.35937503,0.000337601,0.012756349,0.043212894,25,2022-12-7 12:40:48
1,0.35937503,0.000337601,0.012756349,0.043212894,25,2022-12-7 12:40:53
1,0.35937503,0.000337601,0.012756349,0.043212894,25,2022-12-7 12:40:58
1,0.35937503,0.000337601,0.012756349,0.043212894,25,2022-12-7 12:41:4
1,0.35937503,0.000362396,0.012756349,0.043457035,25,2022-12-7 12:41:9
1,0.35937503,0.000362396,0.012756349,0.043457035,25,2022-12-7 12:41:14
1,0.35937503,0.000362396,0.012756349,0.043457035,25,2022-12-7 12:41:19
1,0.35937503,0.000362396,0.012756349,0.043457035,25,2022-12-7 12:41:24
1,0.35937503,0.000362396,0.012756349,0.043457035,25,2022-12-7 12:41:29
1,0.35937503,0.000362396,0.012756349,0.043457035,25,2022-12-7 12:41:34
1,0.35937503,0.000333786,0.012817384,0.043212894,25,2022-12-7 12:41:39
1,0.35937503,0.000333786,0.012817384,0.043212894,25,2022-12-7 12:41:44
1,0.35937503,0.000333786,0.012817384,0.043212894,25,2022-12-7 12:41:49
1,0.35937503,0.000333786,0.012817384,0.043212894,25,2022-12-7 12:41:54
1,0.35937503,0.000333786,0.012817384,0.043212894,25,2022-12-7 12:41:59
1,0.35937503,0.000333786,0.012817384,0.043212894,25,2022-12-7 12:42:4
1,0.35937503,0.000333786,0.012817384,0.042968754,25,2022-12-7 12:42:9
1,0.35937503,0.000333786,0.012817384,0.042968754,25,2022-12-7 12:42:14
1,0.35937503,0.000333786,0.012817384,0.042968754,25,2022-12-7 12:42:19
1,0.35937503,0.000333786,0.012817384,0.042968754,25,2022-12-7 12:42:24
1,0.35937503,0.000333786,0.012817384,0.042968754,25,2022-12-7 12:42:29
1,0.35937503,0.000333786,0.012817384,0.042968754,25,2022-12-7 12:42:34
1,0.35937503,0.000335693,0.012817384,0.043212894,25,2022-12-7 12:42:39
1,0.35937503,0.000335693,0.012817384,0.043212894,25,2022-12-7 12:42:44
1,0.35937503,0.000335693,0.012817384,0.043212894,25,2022-12-7 12:42:49
1,0.35937503,0.000335693,0.012817384,0.043212894,25,2022-12-7 12:42:54
1,0.35937503,0.000335693,0.012817384,0.043212894,25,2022-12-7 12:42:59
1,0.35937503,0.000337601,0.012817384,0.042968754,25,2022-12-7 12:43:4
1,0.35937503,0.000337601,0.012817384,0.042968754,25,2022-12-7 12:43:9
1,0.35937503,0.000337601,0.012817384,0.042968754,25,2022-12-7 12:43:14
1,0.35937503,0.000337601,0.012817384,0.042968754,25,2022-12-7 12:43:19
1,0.35937503,0.000337601,0.012817384,0.042968754,25,2022-12-7 12:43:24
1,0.35937503,0.000337601,0.012817384,0.042968754,25,2022-12-7 12:43:29
1,0.361328155,0.000331879,0.012878419,0.043212894,25,2022-12-7 12:43:34
1,0.361328155,0.000331879,0.012878419,0.043212894,25,2022-12-7 12:43:39
1,0.361328155,0.000331879,0.012878419,0.043212894,25,2022-12-7 12:43:44
1,0.361328155,0.000331879,0.012878419,0.043212894,25,2022-12-7 12:43:50
1,0.361328155,0.000331879,0.012878419,0.043212894,25,2022-12-7 12:43:55
1,0.361328155,0.000331879,0.012878419,0.043212894,25,2022-12-7 12:44:0
1,0.35937503,0.000333786,0.012878419,0.043457035,25,2022-12-7 12:44:5
1,0.35937503,0.000333786,0.012878419,0.043457035,25,2022-12-7 12:44:10
1,0.35937503,0.000333786,0.012878419,0.043457035,25,2022-12-7 12:44:15
1,0.35937503,0.000333786,0.012878419,0.043457035,25,2022-12-7 12:44:20
1,0.35937503,0.000333786,0.012878419,0.043457035,25,2022-12-7 12:44:25
1,0.35937503,0.000333786,0.012878419,0.043457035,25,2022-12-7 12:44:30
1,0.36328128,0.000329971,0.012878419,0.044433597,25,2022-12-7 12:44:35
1,0.36328128,0.000329971,0.012878419,0.044433597,25,2022-12-7 12:44:40
1,0.36328128,0.000329971,0.012878419,0.044433597,25,2022-12-7 12:44:45
1,0.36328128,0.000329971,0.012878419,0.044433597,25,2022-12-7 12:44:50
1,0.36328128,0.000329971,0.012878419,0.044433597,25,2022-12-7 12:44:55
1,0.36328128,0.000329971,0.012878419,0.044433597,25,2022-12-7 12:45:0
1,0.361328155,0.000333786,0.012878419,0.043701176,25,2022-12-7 12:45:5
1,0.361328155,0.000333786,0.012878419,0.043701176,25,2022-12-7 12:45:10
1,0.361328155,0.000333786,0.012878419,0.043701176,25,2022-12-7 12:45:15
1,0.361328155,0.000333786,0.012878419,0.043701176,25,2022-12-7 12:45:20
1,0.361328155,0.000333786,0.012878419,0.043701176,25,2022-12-7 12:45:25
1,0.361328155,0.000333786,0.012878419,0.043701176,25,2022-12-7 12:45:30
1,0.361328155,0.000328064,0.012878419,0.044433597,25,2022-12-7 12:45:35
1,0.361328155,0.000328064,0.012878419,0.044433597,25,2022-12-7 12:45:40
1,0.361328155,0.000328064,0.012878419,0.044433597,25,2022-12-7 12:45:45
1,0.361328155,0.000328064,0.012878419,0.044433597,25,2022-12-7 12:45:50
1,0.361328155,0.000328064,0.012878419,0.044433597,25,2022-12-7 12:45:55
1,0.361328155,0.000328064,0.012878419,0.044433597,25,2022-12-7 12:46:0
1,0.361328155,0.000326157,0.012939454,0.044433597,26,2022-12-7 12:46:5
1,0.361328155,0.000326157,0.012939454,0.044433597,26,2022-12-7 12:46:10
1,0.361328155,0.000326157,0.012939454,0.044433597,26,2022-12-7 12:46:15
1,0.361328155,0.000326157,0.012939454,0.044433597,26,2022-12-7 12:46:20
1,0.361328155,0.000326157,0.012939454,0.044433597,26,2022-12-7 12:46:26
1,0.361328155,0.000326157,0.012939454,0.044433597,26,2022-12-7 12:46:31
1,0.36328128,0.000324249,0.012939454,0.044189457,26,2022-12-7 12:46:36
1,0.36328128,0.000324249,0.012939454,0.044189457,26,2022-12-7 12:46:41
1,0.36328128,0.000324249,0.012939454,0.044189457,26,2022-12-7 12:46:46
1,0.36328128,0.000324249,0.012939454,0.044189457,26,2022-12-7 12:46:51
1,0.36328128,0.000324249,0.012939454,0.044189457,26,2022-12-7 12:46:56
1,0.36328128,0.000324249,0.012939454,0.044189457,26,2022-12-7 12:47:1
1,0.49609378,0.011718751,0.061523441,0.482421905,26,2022-12-7 12:47:6
1,0.49609378,0.011718751,0.061523441,0.482421905,26,2022-12-7 12:47:11
1,0.49609378,0.011718751,0.061523441,0.482421905,26,2022-12-7 12:47:16
1,0.49609378,0.011718751,0.061523441,0.482421905,26,2022-12-7 12:47:21
1,0.49609378,0.011718751,0.061523441,0.482421905,26,2022-12-7 12:47:26
1,0.48437503,0.011718751,0.058349613,0.44921878,25,2022-12-7 12:47:31
1,0.48437503,0.012084962,0.058349613,0.44921878,25,2022-12-7 12:47:36
1,0.48437503,0.012084962,0.058349613,0.44921878,25,2022-12-7 12:47:41
1,0.48437503,0.012084962,0.058349613,0.44921878,25,2022-12-7 12:47:46
1,0.48437503,0.012084962,0.058349613,0.44921878,25,2022-12-7 12:47:51
1,0.48437503,0.012084962,0.058349613,0.44921878,25,2022-12-7 12:47:56
1,0.49218753,0.011962892,0.060791019,0.458984405,25,2022-12-7 12:48:1
1,0.49218753,0.011962892,0.060791019,0.458984405,25,2022-12-7 12:48:6
1,0.49218753,0.011962892,0.060791019,0.458984405,25,2022-12-7 12:48:11
1,0.49218753,0.011962892,0.060791019,0.458984405,25,2022-12-7 12:48:16
1,0.49218753,0.011962892,0.060791019,0.458984405,25,2022-12-7 12:48:21
1,0.49218753,0.011962892,0.060791019,0.458984405,25,2022-12-7 12:48:26
1,0.478515655,0.012451173,0.061279301,0.48828128,25,2022-12-7 12:48:31
1,0.478515655,0.012451173,0.061279301,0.48828128,25,2022-12-7 12:48:36
1,0.478515655,0.012451173,0.061279301,0.48828128,25,2022-12-7 12:48:41
1,0.478515655,0.012451173,0.061279301,0.48828128,25,2022-12-7 12:48:46
1,0.478515655,0.012451173,0.061279301,0.48828128,25,2022-12-7 12:48:51
1,0.478515655,0.012451173,0.061279301,0.48828128,25,2022-12-7 12:48:56
1,0.46484378,0.012573243,0.06103516,0.451171905,25,2022-12-7 12:49:1
1,0.46484378,0.012573243,0.06103516,0.451171905,25,2022-12-7 12:49:6
1,0.46484378,0.012573243,0.06103516,0.451171905,25,2022-12-7 12:49:11
1,0.46484378,0.012573243,0.06103516,0.451171905,25,2022-12-7 12:49:16
1,0.46484378,0.012573243,0.06103516,0.451171905,25,2022-12-7 12:49:22
1,0.46484378,0.012573243,0.06103516,0.451171905,25,2022-12-7 12:49:27
1,0.455078155,0.012023927,0.062255863,0.50781256,25,2022-12-7 12:49:32
1,0.455078155,0.012023927,0.062255863,0.50781256,25,2022-12-7 12:49:37
1,0.455078155,0.012023927,0.062255863,0.50781256,25,2022-12-7 12:49:42
1,0.455078155,0.012023927,0.062255863,0.50781256,25,2022-12-7 12:49:47
1,0.455078155,0.012023927,0.062255863,0.50781256,25,2022-12-7 12:49:52
1,0.455078155,0.012023927,0.062255863,0.50781256,25,2022-12-7 12:49:57
1,0.45312503,0.012145997,0.063964851,0.51171881,25,2022-12-7 12:50:2
1,0.45312503,0.012145997,0.063964851,0.51171881,25,2022-12-7 12:50:7
1,0.45312503,0.012145997,0.063964851,0.51171881,25,2022-12-7 12:50:12
1,0.45312503,0.012145997,0.063964851,0.51171881,25,2022-12-7 12:50:17
1,0.45312503,0.012145997,0.063964851,0.51171881,25,2022-12-7 12:50:22
1,0.45312503,0.012145997,0.063964851,0.51171881,25,2022-12-7 12:50:27
1,0.357421905,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:50:32
1,0.357421905,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:50:37
1,0.357421905,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:50:42
1,0.357421905,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:50:47
1,0.357421905,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:50:52
1,0.357421905,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:50:57
1,0.35937503,0.000322342,0.012695313,0.044189457,25,2022-12-7 12:51:2
1,0.35937503,0.000322342,0.012695313,0.044189457,25,2022-12-7 12:51:7
1,0.35937503,0.000322342,0.012695313,0.044189457,25,2022-12-7 12:51:12
1,0.35937503,0.000322342,0.012695313,0.044189457,25,2022-12-7 12:51:17
1,0.35937503,0.000322342,0.012695313,0.044189457,25,2022-12-7 12:51:22
1,0.35937503,0.000322342,0.012695313,0.044189457,25,2022-12-7 12:51:27
1,0.35937503,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:51:32
1,0.35937503,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:51:37
1,0.35937503,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:51:42
1,0.35937503,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:51:47
1,0.35937503,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:51:52
1,0.35937503,0.000322342,0.012756349,0.044433597,25,2022-12-7 12:51:57
1,0.357421905,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:52:2
1,0.357421905,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:52:8
1,0.357421905,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:52:13
1,0.357421905,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:52:18
1,0.357421905,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:52:23
1,0.357421905,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:52:28
1,0.35937503,0.000329971,0.012878419,0.044677738,25,2022-12-7 12:52:33
1,0.35937503,0.000329971,0.012878419,0.044677738,25,2022-12-7 12:52:38
1,0.35937503,0.000329971,0.012878419,0.044677738,25,2022-12-7 12:52:43
1,0.35937503,0.000329971,0.012878419,0.044677738,25,2022-12-7 12:52:48
1,0.35937503,0.000329971,0.012878419,0.044677738,25,2022-12-7 12:52:53
1,0.35937503,0.000324249,0.012878419,0.044189457,25,2022-12-7 12:52:58
1,0.35937503,0.000324249,0.012878419,0.044189457,25,2022-12-7 12:53:3
1,0.35937503,0.000324249,0.012878419,0.044189457,25,2022-12-7 12:53:8
1,0.35937503,0.000324249,0.012878419,0.044189457,25,2022-12-7 12:53:13
1,0.35937503,0.000324249,0.012878419,0.044189457,25,2022-12-7 12:53:18
1,0.35937503,0.000324249,0.012878419,0.044189457,25,2022-12-7 12:53:23
1,0.35937503,0.000320435,0.012817384,0.044677738,25,2022-12-7 12:53:28
1,0.35937503,0.000320435,0.012817384,0.044677738,25,2022-12-7 12:53:33
1,0.35937503,0.000320435,0.012817384,0.044677738,25,2022-12-7 12:53:38
1,0.35937503,0.000320435,0.012817384,0.044677738,25,2022-12-7 12:53:43
1,0.35937503,0.000320435,0.012817384,0.044677738,25,2022-12-7 12:53:48
1,0.35937503,0.000320435,0.012817384,0.044677738,25,2022-12-7 12:53:53
1,0.361328155,0.000320435,0.012878419,0.044189457,25,2022-12-7 12:53:58
1,0.361328155,0.000320435,0.012878419,0.044189457,25,2022-12-7 12:54:3
1,0.361328155,0.000320435,0.012878419,0.044189457,25,2022-12-7 12:54:8
1,0.361328155,0.000320435,0.012878419,0.044189457,25,2022-12-7 12:54:13
1,0.361328155,0.000320435,0.012878419,0.044189457,25,2022-12-7 12:54:18
1,0.361328155,0.000320435,0.012878419,0.044189457,25,2022-12-7 12:54:23
1,0.361328155,0.000322342,0.012878419,0.044433597,25,2022-12-7 12:54:28
1,0.361328155,0.000322342,0.012878419,0.044433597,25,2022-12-7 12:54:33
1,0.361328155,0.000322342,0.012878419,0.044433597,25,2022-12-7 12:54:38
1,0.361328155,0.000322342,0.012878419,0.044433597,25,2022-12-7 12:54:43
1,0.361328155,0.000322342,0.012878419,0.044433597,25,2022-12-7 12:54:49
1,0.361328155,0.000322342,0.012878419,0.044433597,25,2022-12-7 12:54:54
1,0.361328155,0.000329971,0.012878419,0.044677738,25,2022-12-7 12:54:59
1,0.361328155,0.000329971,0.012878419,0.044677738,25,2022-12-7 12:55:4
1,0.361328155,0.000329971,0.012878419,0.044677738,25,2022-12-7 12:55:9
1,0.361328155,0.000329971,0.012878419,0.044677738,25,2022-12-7 12:55:14
1,0.361328155,0.000329971,0.012878419,0.044677738,25,2022-12-7 12:55:19
1,0.361328155,0.000329971,0.012878419,0.044677738,25,2022-12-7 12:55:24
1,0.361328155,0.000320435,0.012878419,0.044677738,25,2022-12-7 12:55:29
1,0.361328155,0.000320435,0.012878419,0.044677738,25,2022-12-7 12:55:34
1,0.361328155,0.000320435,0.012878419,0.044677738,25,2022-12-7 12:55:39
1,0.361328155,0.000320435,0.012878419,0.044677738,25,2022-12-7 12:55:44
1,0.361328155,0.000320435,0.012878419,0.044677738,25,2022-12-7 12:55:49
1,0.361328155,0.000320435,0.012878419,0.044677738,25,2022-12-7 12:55:54
1,0.361328155,0.000320435,0.012939454,0.04541016,25,2022-12-7 12:55:59
1,0.361328155,0.000320435,0.012939454,0.04541016,25,2022-12-7 12:56:4
1,0.361328155,0.000320435,0.012939454,0.04541016,25,2022-12-7 12:56:9
1,0.361328155,0.000320435,0.012939454,0.04541016,25,2022-12-7 12:56:14
1,0.361328155,0.000320435,0.012939454,0.04541016,25,2022-12-7 12:56:19
1,0.361328155,0.000320435,0.012939454,0.04541016,25,2022-12-7 12:56:24
1,0.48437503,0.01538086,0.012878419,0.044433597,25,2022-12-7 12:56:29
1,0.48437503,0.01538086,0.012878419,0.044433597,25,2022-12-7 12:56:34
1,0.48437503,0.01538086,0.012878419,0.044433597,25,2022-12-7 12:56:39
1,0.48437503,0.01538086,0.012878419,0.044433597,25,2022-12-7 12:56:44
1,0.48437503,0.01538086,0.012878419,0.044433597,25,2022-12-7 12:56:49
1,0.48437503,0.01538086,0.012878419,0.044433597,25,2022-12-7 12:56:54
1,0.48437503,0.013061524,0.058593754,0.47656253,25,2022-12-7 12:56:59
1,0.48437503,0.013061524,0.058593754,0.47656253,25,2022-12-7 12:57:4
1,0.48437503,0.013061524,0.058593754,0.47656253,25,2022-12-7 12:57:9
1,0.48437503,0.013061524,0.058593754,0.47656253,25,2022-12-7 12:57:14
1,0.48437503,0.013061524,0.058593754,0.47656253,25,2022-12-7 12:57:19
1,0.48437503,0.013061524,0.058593754,0.47656253,25,2022-12-7 12:57:24
1,0.46484378,0.012939454,0.060546879,0.50781256,25,2022-12-7 12:57:29
1,0.46484378,0.012939454,0.060546879,0.50781256,25,2022-12-7 12:57:34
1,0.46484378,0.012939454,0.060546879,0.50781256,25,2022-12-7 12:57:40
1,0.46484378,0.012939454,0.060546879,0.50781256,25,2022-12-7 12:57:45
1,0.46484378,0.012939454,0.060546879,0.50781256,25,2022-12-7 12:57:50
1,0.470703155,0.012756349,0.064453132,0.490234405,25,2022-12-7 12:57:55
1,0.470703155,0.012756349,0.064453132,0.490234405,25,2022-12-7 12:58:0
1,0.470703155,0.012756349,0.064453132,0.490234405,25,2022-12-7 12:58:5
1,0.470703155,0.012756349,0.064453132,0.490234405,25,2022-12-7 12:58:10
1,0.470703155,0.012756349,0.064453132,0.490234405,25,2022-12-7 12:58:15
1,0.470703155,0.012756349,0.064453132,0.490234405,25,2022-12-7 12:58:20
1,0.35937503,0.000322342,0.012817384,0.043945316,25,2022-12-7 12:58:25
1,0.35937503,0.000322342,0.012817384,0.043945316,25,2022-12-7 12:58:30
1,0.35937503,0.000322342,0.012817384,0.043945316,25,2022-12-7 12:58:35
1,0.35937503,0.000322342,0.012817384,0.043945316,25,2022-12-7 12:58:40
1,0.35937503,0.000322342,0.012817384,0.043945316,25,2022-12-7 12:58:45
1,0.35937503,0.000322342,0.012817384,0.043945316,25,2022-12-7 12:58:50
1,0.361328155,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:58:55
1,0.361328155,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:59:0
1,0.361328155,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:59:5
1,0.361328155,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:59:10
1,0.361328155,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:59:15
1,0.361328155,0.000320435,0.012817384,0.044433597,25,2022-12-7 12:59:20
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 12:59:25
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 12:59:30
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 12:59:35
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 12:59:40
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 12:59:45
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 12:59:50
1,0.361328155,0.000314713,0.012878419,0.044677738,25,2022-12-7 12:59:55
1,0.361328155,0.000314713,0.012878419,0.044677738,25,2022-12-7 13:0:0
1,0.361328155,0.000314713,0.012878419,0.044677738,25,2022-12-7 13:0:5
1,0.361328155,0.000314713,0.012878419,0.044677738,25,2022-12-7 13:0:11
1,0.361328155,0.000314713,0.012878419,0.044677738,25,2022-12-7 13:0:16
1,0.361328155,0.000314713,0.012878419,0.044677738,25,2022-12-7 13:0:21
1,0.35937503,0.000320435,0.012878419,0.044433597,25,2022-12-7 13:0:26
1,0.35937503,0.000320435,0.012878419,0.044433597,25,2022-12-7 13:0:31
1,0.35937503,0.000320435,0.012878419,0.044433597,25,2022-12-7 13:0:36
1,0.35937503,0.000320435,0.012878419,0.044433597,25,2022-12-7 13:0:41
1,0.35937503,0.000320435,0.012878419,0.044433597,25,2022-12-7 13:0:46
1,0.35937503,0.000320435,0.012878419,0.044433597,25,2022-12-7 13:0:51
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 13:0:56
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 13:1:1
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 13:1:6
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 13:1:11
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 13:1:16
1,0.361328155,0.000318527,0.012878419,0.044189457,25,2022-12-7 13:1:21
1,0.361328155,0.000320435,0.012878419,0.043945316,25,2022-12-7 13:1:26
1,0.361328155,0.000320435,0.012878419,0.043945316,25,2022-12-7 13:1:31
1,0.361328155,0.000320435,0.012878419,0.043945316,25,2022-12-7 13:1:36
1,0.361328155,0.000320435,0.012878419,0.043945316,25,2022-12-7 13:1:41
1,0.361328155,0.000320435,0.012878419,0.043945316,25,2022-12-7 13:1:46
1,0.361328155,0.000320435,0.012878419,0.043945316,25,2022-12-7 13:1:51
1,0.361328155,0.00031662,0.012878419,0.044921879,25,2022-12-7 13:1:56
1,0.361328155,0.00031662,0.012878419,0.044921879,25,2022-12-7 13:2:1
